384,1.3128
385,1.329
386,1.3532
387,1.3647
388,1.3569
389,1.3611
390,1.3415
391,1.3618
392,1.3808
393,1.3966
394,1.3847
395,1.3894
396,1.3655
397,1.3618
398,1.3524
399,1.3355
400,1.3194
401,1.3156
402,1.2953
403,1.3002
404,1.2988
405,1.3086
406,1.3186
407,1.3255
408,1.3022
409,1.2806
410,1.2716
411,1.2731
412,1.2808
413,1.2762
414,1.2922
415,1.3031
416,1.3266
417,1.3281
418,1.3194
419,1.2997
420,1.3052
421,1.3192
422,1.3153
423,1.2949
424,1.2832
425,1.2659
426,1.2549
427,1.2519
428,1.2533
429,1.2512
430,1.2699
431,1.2708
432,1.293
433,1.2999
434,1.3228
435,1.3098
436,1.3186
437,1.3081
438,1.3167
439,1.3264
440,1.3048
441,1.2926
442,1.2788
443,1.2872
444,1.3044
445,1.2966
446,1.3106
447,1.3194
448,1.2947
449,1.2999
450,1.2942
451,1.315
452,1.29
453,1.2882
454,1.2844
455,1.2824
456,1.2959
457,1.2871
458,1.3013
459,1.2999
460,1.2767
461,1.2605
462,1.2715
463,1.2702
464,1.2528
465,1.2449
466,1.2503
467,1.2349
468,1.2468
469,1.2339
470,1.2548
471,1.2433
472,1.2565
473,1.241
474,1.2303
475,1.2099
476,1.2137
477,1.2229
478,1.2252
479,1.2215
480,1.2287
481,1.2361
482,1.245
483,1.2518
484,1.2741
485,1.2595
486,1.27
487,1.2568
488,1.2378
489,1.2431
490,1.2406
491,1.2386
492,1.2467
493,1.2602
494,1.2527
495,1.2608
496,1.2566
497,1.2737
498,1.2904
499,1.2782
500,1.2839
